p,o,f,g,sp,plant,week,sample,rh,prcp,tempavg,tempmax,smobs,seqct
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,5
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,9
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,2
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,2
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Pleosporales,Parapyrenochaetaceae,Parapyrenochaeta,Parapyrenochaeta sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,7
Ascomycota,Pleosporales,Parapyrenochaetaceae,Parapyrenochaeta,Parapyrenochaeta sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,6
Ascomycota,Pleosporales,Parapyrenochaetaceae,Parapyrenochaeta,Parapyrenochaeta sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Parapyrenochaetaceae,Parapyrenochaeta,Parapyrenochaeta sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Pleosporales,Parapyrenochaetaceae,Parapyrenochaeta,Parapyrenochaeta sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,14
Basidiomycota,Russulales,Peniophoraceae,Peniophora,Peniophora limitata,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,2
Basidiomycota,Russulales,Peniophoraceae,Peniophora,Peniophora limitata,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,5
Basidiomycota,Russulales,Peniophoraceae,Peniophora,Peniophora limitata,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,4
Basidiomycota,Russulales,Peniophoraceae,Peniophora,Peniophora limitata,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,6
Basidiomycota,Russulales,Peniophoraceae,Peniophora,Peniophora limitata,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,32
Ascomycota,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,39
Ascomycota,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,56
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria sp. ,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,24
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria sp. ,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,2
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria sp. ,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,16
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria sp. ,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria sp. ,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,2
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp. ,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp. ,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,2
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp. ,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,11
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,6
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp. ,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,2
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp. ,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Helotiales,Mollisiaceae,Phialocephala,Phialocephala sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,20
Ascomycota,Helotiales,Mollisiaceae,Phialocephala,Phialocephala sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,14
Ascomycota,Helotiales,Mollisiaceae,Phialocephala,Phialocephala sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,9
Ascomycota,Helotiales,Mollisiaceae,Phialocephala,Phialocephala sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,8
Ascomycota,Helotiales,Mollisiaceae,Phialocephala,Phialocephala sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,46
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,6
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,8
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma zantedeschiae,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma macrostoma,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma medicaginis ,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,5
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma herbarum,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,6
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,56
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,6
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,24
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma zantedeschiae,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,7
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma macrostoma,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,2
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma medicaginis ,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma herbarum,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,75
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,124
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma zantedeschiae,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,12
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma macrostoma,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma medicaginis ,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma herbarum,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,15
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,15
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,402
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,115
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,15
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,15
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma zantedeschiae,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,25
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma macrostoma,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma medicaginis ,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,2
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma herbarum,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,13
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,6
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,270
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,29
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,24
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma zantedeschiae,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,18
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma macrostoma,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,5
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma medicaginis ,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,19
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma herbarum,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,7
Ascomycota,Diaporthales,Valsaceae,Phomopsis,Phomopsis sp. ,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,5
Ascomycota,Diaporthales,Valsaceae,Phomopsis,Phomopsis sp. ,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,9
Ascomycota,Diaporthales,Valsaceae,Phomopsis,Phomopsis sp. ,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,15
Ascomycota,Diaporthales,Valsaceae,Phomopsis,Phomopsis sp. ,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,50
Ascomycota,Diaporthales,Valsaceae,Phomopsis,Phomopsis sp. ,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,41
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,7
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,28
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,8
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,78
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,103
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,31
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,14
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,1184
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,5
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,8
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,40
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,33
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,13
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,5
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,434
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,5
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,2
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,8
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,12
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,6
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,180
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,17
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,11
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,3
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,206
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,16
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,77
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,28
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,179
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,198
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,63
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,12
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,19
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,35
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,4531
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces chartarum,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,2
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces chartarum,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,2
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces sp.,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces chartarum,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces sp.,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces chartarum,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces sp.,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces chartarum,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella cucumerina,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,9
Ascomycota,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella cucumerina,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,6
Ascomycota,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella cucumerina,#10,6,#10.6,78.65714286,3.15,63.11428571,85,1,5
Ascomycota,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella cucumerina,#9,6,#9.6,78.65714286,3.15,63.11428571,85,1,1
Ascomycota,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella cucumerina,#5,6,#5.6,78.65714286,3.15,63.11428571,85,1,7
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp. ,#11,6,#11.6,78.65714286,3.15,63.11428571,85,1,4
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,0
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#6,6,#6.6,78.65714286,3.15,63.11428571,85,1,0
